LINE_ID,PRIVATE_LA,PGMN_WELL,CONS_AUTHO,COUNTY,TOWNSHIP,LOT,CONCESSION,AQUIFER_TY,AQUIFER_LI,STRATIGRAP,STRATI_DES,NO_RECORD,WELL_DEPTH,WEL_PIEZOM,SCREEN_HOL,lat,lon,ELVA_GROUN,SITE_ID
231,NOT PRIVATE LAND,W0000255-2,OTONABEE REGION C.A.,PETERBOROUGH COUNTY,CAVAN,LOT 18,CON 2,OVERBURDEN,SAND,5119205,N/A,N/A,7.21,5.08,SCREEN: 5.68 - 7.21M,44.12325,-78.38876,195.69,255
232,NOT PRIVATE LAND,W0000255-3,OTONABEE REGION C.A.,PETERBOROUGH COUNTY,CAVAN,LOT 18,CON 2,OVERBURDEN,SAND AND GRAVEL,5119205,N/A,N/A,18.75,5.08,SCREEN: 15.74 - 18.75M,44.12325,-78.38876,195.69,255
233,NOT PRIVATE LAND,W0000271-1,LONG POINT REGION C.A.,MIDDLESEX COUNTY,WOODHOUSE,LOT 21,CON 5,BEDROCK,LIMESTONE,4407915,N/A,N/A,41.15,13.02,OPEN HOLE: 18.0M-41.15M,42.83463,-80.1493,205.12,271
234,NOT PRIVATE LAND,W0000369-2,UPPER THAMES RIVER C.A.,OXFORD COUNTY,ZORRA,LOT 15,CON 4,OVERBURDEN,SILTY SAND,4708743,N/A,N/A,12.8,5.08,SCREEN: 11.0M-12.8M,43.1727,-80.917618,327.7,369
235,NOT PRIVATE LAND,W0000374-1,QUINTE CONSERVATION,PRINCE EDWARD COUNTY,HALLOWELL,LOT 9,CON 1,OVERBURDEN,GRAVEL AND SAND,5307127,N/A,N/A,20.4,7.32,SCREEN: 14.3 - 20.4M,43.97291,-77.185216,96.26,374
236,NOT PRIVATE LAND,W0000477-1,GRAND RIVER C.A.,BRANT COUNTY,BURFORD,LOT 9,CON 5,OVERBURDEN,SAND,7052790,N/A,N/A,38.4,6,SCREEN: 14.9-17.9M,43.11641,-80.476647,261,477
237,NOT PRIVATE LAND,W0000478-1,GRAND RIVER C.A.,OXFORD COUNTY,BLANDFORD-BLENHEIM,LOT 1,CON 7,OVERBURDEN,"SAND, SILT",7052789,N/A,N/A,58.35,6,SCREEN: 14.0-17.0M,43.22497,-80.642101,308.03,478
238,NOT PRIVATE LAND,W0000397-1,MATTAGAMI REGION C.A.,COCHRANE DISTRICT,ROBB,N/A,N/A,OVERBURDEN,COARSE BROWN SAND,1605588,N/A,N/A,17.65,8.26,SCREEN: 13.7 - 16.7M,48.58924,-81.634307,303.8,397
239,NOT PRIVATE LAND,W0000398-1,KETTLE CREEK C.A.,ELGIN COUNTY,YARMOUTH,LOT 9,CON 11,OVERBURDEN,"GRAVEL, SAND",2003792,N/A,N/A,26.52,12.7,SCREEN: 22.7M-25.15M,42.8244,-81.149168,221.58,398
240,NOT PRIVATE LAND,W0000443-1,SEVERN SOUND ENVIRONMENTAL ASSOCIATION,SIMCOE COUNTY,MEDONTE,LOT 12,CON 6,OVERBURDEN,"CLAY, SAND AND GRAVEL",N/A,"BH-11 USED FROM OGS, 2004: SRAVELLY SOIL 4.57; FINE TO MEDIUM TO COARSE SAND 10.82; SILTY SAND 33.83; CLAYEY, SILT AND SAND 59.44; GRAVELLY SAND 72.55; CLAY WITH SAND AND GRAVEL 118.14",N/A,118.14,6.35,SCREEN: 68.5 - 71.63M,44.62038,-79.693349,344.39,443
241,NOT PRIVATE LAND,W0000449-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,PRINCE,SEC 30,N/A,OVERBURDEN,SAND AND STONES,1107373,N/A,N/A,13.1,15.88,SCREEN: 10 - 11.3 M,46.54087,-84.583665,303.02,449
242,PRIVATE LAND,W0000272-1,NORTH BAY-MATTAWA C.A.,NIPISSING DISTRICT,FERRIS,LOT 31,CON 14,BEDROCK,GREY GRANITE,4300933,N/A,N/A,25.3,12.95,OPEN HOLE: 1.2  - 25.3M,0,0,201.87,272
243,NOT PRIVATE LAND,W0000274-1,NORTH BAY-MATTAWA C.A.,NIPISSING DISTRICT,WIDDIFIELD,LOT 37,CON 17,OVERBURDEN,SAND,N/A,"MW5-01  - AGRA EARTH & ENVIRONMENTAL GROUP, SEPT 1992",N/A,9.1,5.41,SCREEN: 2 - 5 M,46.28487,-79.431657,201.25,274
244,NOT PRIVATE LAND,W0000280-4,MAITLAND VALLEY C.A.,HURON COUNTY,MORRIS,LOT 26,CON 7,BEDROCK,LIMESTONE,3002706,N/A,N/A,45.72,13.67,SLOTTED PIPE: 44.8M-45.7M,43.72226,-81.292139,349.78,280
245,NOT PRIVATE LAND,W0000281-1,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,TOSORONTIO,LOT 6,CON 6,OVERBURDEN,"SAND, GRAVEL",5737782,N/A,N/A,7.62,5.08,SCREEN: 4.57M-7.62M,44.17542,-79.9079,271.28,281
246,NOT PRIVATE LAND,W0000288-1,NIAGARA PENINSULA C.A.,HAMILTON CITY,GLANFORD,LOT 13,CON 3,BEDROCK,DOLOSTONE,N/A,CLAYEY SILT - 3.8M; SILTY CLAY - 7.5M; SANDY SILT - 8.1M; CLAYEY SILT - 8.7M; DOLOSTONE - 12.3M,N/A,12,5.08,SCREEN: 10.6M-12.1M,43.16778,-79.854784,212.73,288
247,NOT PRIVATE LAND,W0000291-1,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,SUNNIDALE,LOT 12,CON 16,OVERBURDEN,SAND,5737807,N/A,N/A,9.14,5.08,SCREEN: 6.1M-9.1M,44.4999,-79.99338,186.2,291
248,PRIVATE LAND,W0000292-1,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,ESSA,LOT 28,CON 1,OVERBURDEN,"SILTY SAND, SANDY SILT",5737726,N/A,N/A,7.62,5.08,SCREEN: 4.57M-7.62M,0,0,200.69,292
249,NOT PRIVATE LAND,W0000293-2,LAKE SIMCOE REGION C.A.,SIMCOE COUNTY,ORO,LOT 11,CON 8,OVERBURDEN,"SILT, SILTY SAND",5737770,N/A,N/A,17.68,5.08,SCREEN: 13.72M-16.76M,44.52545,-79.572367,322.92,293
250,NOT PRIVATE LAND,W0000342-1,AUSABLE BAYFIELD C.A.,HURON COUNTY,GODERICH,LOT 35,CON 12,BEDROCK,LIMESTONE,3007479,N/A,N/A,33.53,15.88,OPEN HOLE: 30.8M-33.5M,43.60612,-81.592459,257.67,342
251,NOT PRIVATE LAND,W0000343-2,MAITLAND VALLEY C.A.,HURON COUNTY,HOWICK,LOT 22,CON 17,OVERBURDEN,"SAND, GRAVEL",3007485,N/A,N/A,9.14,5.08,SCREEN: 3.96M-9.14M,43.95943,-81.04896,368.51,343
252,NOT PRIVATE LAND,W0000344-1,MAITLAND VALLEY C.A.,HURON COUNTY,GREY,LOT 21,CON 9,BEDROCK,LIMESTONE,3007482,N/A,N/A,29.26,15.88,OPEN HOLE: 20.9M-29.3M,43.71083,-81.158982,352.53,344
253,NOT PRIVATE LAND,W0000441-1,SEVERN SOUND ENVIRONMENTAL ASSOCIATION,SIMCOE COUNTY,SEVERN,LOT 6,CON 8,OVERBURDEN,SAND AND GRAVEL,N/A,"BH-15 USED FROM OGS, 2004: FILL/SOIL 1.83; FINE, MEDIUM TO COARSE SAND 22.86; CLAYEY AND SILTY SAND 35.05; CLAY WITH SAND AND GRAVEL 39.9",N/A,37.81,6.35,SCREEN: 33.00 - 37.81M,44.69302,-79.429169,261.68,441
254,NOT PRIVATE LAND,W0000300-2,SAUGEEN VALLEY C.A.,GREY COUNTY,BENTINCK,LOT 40,CON 3,OVERBURDEN,SANDY SILT,2515580,N/A,N/A,12.19,5.08,SCREEN: 6.1M-12.2M,44.14812,-80.928177,294.64,300
255,NOT PRIVATE LAND,W0000300-3,SAUGEEN VALLEY C.A.,GREY COUNTY,BENTINCK,LOT 40,CON 3,OVERBURDEN,"SAND, GRAVEL",2515580,N/A,N/A,20.42,5.08,SCREEN: 17.37M-20.42M,44.14812,-80.928177,294.64,300
256,NOT PRIVATE LAND,W0000302-2,SAUGEEN VALLEY C.A.,BRUCE COUNTY,HURON,LOT 19,CON 7,OVERBURDEN,CLAY,1410435,N/A,N/A,13.48,5.08,SCREEN: 6.1M-12.2M,44.08145,-81.599805,235.12,302
257,NOT PRIVATE LAND,W0000302-3,SAUGEEN VALLEY C.A.,BRUCE COUNTY,HURON,LOT 19,CON 7,OVERBURDEN,"STONES, SAND",1410435,N/A,N/A,27.74,5.08,SCREEN: 24.69M-27.74M,44.08145,-81.599805,235.12,302
258,NOT PRIVATE LAND,W0000303-2,SAUGEEN VALLEY C.A.,GREY COUNTY,PROTON,LOT 8,CON 9,OVERBURDEN,"TILL, GRAVEL",2515622,N/A,N/A,12.19,5.08,SCREEN: 10.67M-12.19M,44.07858,-80.564809,471.75,303
259,NOT PRIVATE LAND,W0000425-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,DUMFRIES,LOT 23,CON 10,OVERBURDEN,"GRAVEL, SILTY SAND, SAND",6509536,N/A,N/A,96.01,5.08,SCREEN: 80.77M-83.82M,43.32655,-80.386575,334.594,425
260,NOT PRIVATE LAND,W0000474-1,LAKEHEAD REGION C.A.,THUNDER BAY DISTRICT,SHUNIAH,SECTION 2,CON 8,OVERBURDEN,BROWN GRAVEL,N/A,N/A,A052228,13.7,15.88,OPEN HOLE: 11.6 - 13.7M,48.55941,-88.827823,190,474
261,NOT PRIVATE LAND,W0000330-1,TORONTO AND REGION C.A.,PEEL REGIONAL MUNICIPALITY,ALBION,LOT 21,CON 1,OVERBURDEN,SILT,4909344,N/A,N/A,28.9,6.05,SCREEN: 21.0M-24.0M,43.87399,-79.86591,298.29,330
262,NOT PRIVATE LAND,W0000331-1,MISSISSIPPI VALLEY C.A.,FRONTENAC COUNTY,OSO,LOT 8,CON 2,BEDROCK,GRANITE,N/A,ADUIT#246384,2206244,73.2,15.88,OPEN HOLE: 7.01 - 73.2M,44.75353,-76.66259,210.15,331
263,NOT PRIVATE LAND,W0000332-1,GANARASKA REGION C.A.,NORTHUMBERLAND COUNTY,HOPE,LOT 12,CON 5,OVERBURDEN,"SILT, SAND AND GRAVEL",4513610,N/A,N/A,27.4,7.62,SCREEN: 23.2 - 26.2M,44.01045,-78.359,159.89,332
264,NOT PRIVATE LAND,W0000335-2,CATFISH CREEK C.A.,ELGIN COUNTY,MALAHIDE,LOT 30,CON 4,OVERBURDEN,"SAND, SILTY CLAY",2006112,N/A,N/A,10.97,5.08,SCREEN: 9.45M-10.97M,42.72698,-80.883936,225.75,335
265,NOT PRIVATE LAND,W0000335-3,CATFISH CREEK C.A.,ELGIN COUNTY,MALAHIDE,LOT 30,CON 4,OVERBURDEN,SILTY SAND,2006112,N/A,N/A,24.38,5.08,SCREEN: 15.7M-18.75M,42.72698,-80.883936,225.75,335
266,NOT PRIVATE LAND,W0000350-3,SOUTH NATION CONSERVATION,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",ROXBOROUGH,LOT 13,CON 5,BEDROCK,GREY LIMESTONE,5804748,N/A,N/A,27.4,15.88,OPEN HOLE: 18 - 27.4M,45.2273,-74.912131,113.04,350
267,NOT PRIVATE LAND,W0000351-1,GANARASKA REGION C.A.,DURHAM REGIONAL MUNICIPALITY,HOPE,LOT 34,CON 10,OVERBURDEN,BROWN SAND AND GRAVEL,4513609,N/A,N/A,21.3,7.62,SCREEN: 17.4 - 20.4M,44.07445,-78.50302,262.38,351
268,NOT PRIVATE LAND,W0000352-2,CATFISH CREEK C.A.,ELGIN COUNTY,MALAHIDE,LOT 95,TALBOT ROAD NORTH SIDE,OVERBURDEN,"SAND, GRAVEL",2006116,N/A,N/A,12.19,5.08,SCREEN: 5.5M-11.6M,42.77349,-80.922928,235.41,352
269,NOT PRIVATE LAND,W0000352-3,CATFISH CREEK C.A.,ELGIN COUNTY,MALAHIDE,LOT 95,TALBOT ROAD NORTH SIDE,OVERBURDEN,"SAND, GRAVEL",2006116,N/A,N/A,38.1,5.08,SCREEN: 31.1M-37.2M,42.77349,-80.922928,235.41,352
270,NOT PRIVATE LAND,W0000353-1,CATFISH CREEK C.A.,ELGIN COUNTY,MALAHIDE,LOT 95,TALBOT ROAD NORTH SIDE,OVERBURDEN,"SAND, GRAVEL",2006111,N/A,N/A,53.34,15.88,SCREEN: 51.8M-53.3M,42.77354,-80.922941,235.41,353
271,NOT PRIVATE LAND,W0000354-1,AUSABLE BAYFIELD C.A.,HURON COUNTY,HAY,LOT 8,CON 6,OVERBURDEN,"SAND, SILT",3007522,N/A,N/A,9.14,5.08,SCREEN: 3.0M-9.1M,43.38163,-81.56501,246.32,354
272,NOT PRIVATE LAND,W0000363-2,SOUTH NATION CONSERVATION,PRESCOTT AND RUSSELL UNITED COUNTIES,CASSELMAN,LOT 10,CON 6,OVERBURDEN,GREY GRAVEL,5605817,N/A,N/A,4.6,5.08,SCREEN : 3-4.5M,45.3175,-75.093431,60.34,363
273,NOT PRIVATE LAND,W0000363-3,SOUTH NATION CONSERVATION,PRESCOTT AND RUSSELL UNITED COUNTIES,CASSELMAN,LOT 10,CON 6,BEDROCK,GREY LIMESTONE,5605816,N/A,N/A,24.4,15.88,OPEN HOLE: 6.1- 24.4M,45.3175,-75.093405,60.16,363
274,NOT PRIVATE LAND,W0000364-1,SOUTH NATION CONSERVATION,PRESCOTT AND RUSSELL UNITED COUNTIES,NORTH PLANTAGENET,LOT 20,CON 2,BEDROCK,BLUE LIMESTONE WITH SHALE AND GREY LIMESTONE,5201049,& 5200717,N/A,80.47,15.2,OPEN HOLE : 7.3 - 80.47M,45.55893,-75.05935,49.81,364
275,NOT PRIVATE LAND,W0000365-1,CATARAQUI REGION C.A.,LENNOX AND ADDINGTON COUNTY,ERNESTOWN,LOT 19,CON 1,BEDROCK,GREY LIMESTONE,3709714,N/A,N/A,19.8,15.88,OPEN HOLE: 5.8 - 19.8M,44.21505,-76.748917,97.28,365
276,NOT PRIVATE LAND,W0000366-1,TORONTO AND REGION C.A.,PEEL REGIONAL MUNICIPALITY,CHINGUACOUSY,LOT 15,CON 2,OVERBURDEN,SILTY SAND,N/A,FILL - 2.0M; SILTY SAND - 16.8M,N/A,16.8,5.08,SCREEN: 13.8M-16.8M,43.73944,-79.791261,253.82,366
277,NOT PRIVATE LAND,W0000367-1,TORONTO AND REGION C.A.,PEEL REGIONAL MUNICIPALITY,TORONTO GORE,LOT 9,CON 8,OVERBURDEN,SILTY SAND,N/A,FILL - 1.07M; SILTY CLAY TILL - 24.38M; SILTY SAND - 27.13M; SILTY SAND TILL - 30.56M,N/A,30.56,6.98,SCREEN: 26.0M-27.4M,43.76645,-79.700531,190.57,367
278,NOT PRIVATE LAND,W0000402-1,MISSISSIPPI VALLEY C.A.,OTTAWA-CARLETON REGIONAL MUNICIPALITY,WEST CARLETON,LOT 11,CON 7,BEDROCK,"GREY, BLACK, BLUE LIMESTONE",1534291,N/A,N/A,61,15.88,OPEN HOLE: 51.2 - 61 M,45.39306,-76.18884,91.16,402
279,NOT PRIVATE LAND,W0000403-1,SOUTH NATION CONSERVATION,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",WILLIAMSBURGH,LOT 18,CON 3,BEDROCK,GREY LIMESTONE,1805098,N/A,N/A,36.6,15.88,OPEN HOLE : 14.9 - 36.6 M,44.96407,-75.166437,82.52,403
280,NOT PRIVATE LAND,W0000411-3,LOWER TRENT REGION C.A.,NORTHUMBERLAND COUNTY,HALDIMAND,LOT 19,CON 7,INTERFACE,"SILT, SAND / LIMESTONE",4514022,N/A,N/A,179.8,5.08,SCREEN: 173 - 179M,44.10132,-78.05154,299.36,411
281,PRIVATE LAND,W0000433-1,KAWARTHA REGION C.A.,VICTORIA COUNTY,FENELON,LOT 21,CON 10,OVERBURDEN,"SAND AND GRAVEL,",N/A,N/A,"1903433/6408033,",14.21,6.25,N/A-  TO BE DETERMINED,0,0,252.61,433
282,NOT PRIVATE LAND,W0000442-1,SEVERN SOUND ENVIRONMENTAL ASSOCIATION,SIMCOE COUNTY,MEDONTE,LOT 6,CON 4,OVERBURDEN,MEDIUM TO COARSE LIGHT BROWN TO YELLOW SAND,N/A,N/A,N/A,19.83,6.35,SCREEN: 18.29 - 19.81M,44.58282,-79.694656,256.72,442
283,NOT PRIVATE LAND,W0000487-2,UPPER THAMES RIVER C.A.,MIDDLESEX COUNTY,DORCHESTER,LOT 14,CON B STR,OVERBURDEN,SAND,N/A,N/A,N/A,10.7,5.08,SCREEN:  7.3 M- 8.8M,42.97447,-81.03072,259.38,487
284,NOT PRIVATE LAND,W0000368-1,UPPER THAMES RIVER C.A.,PERTH COUNTY,ELLICE,LOT 9,CON 10,BEDROCK,LIMESTONE,5005556,N/A,N/A,45.72,15.88,OPEN HOLE: 41.45M-45.7M,43.46842,-80.955159,370.04,368
285,NOT PRIVATE LAND,W0000375-1,QUINTE CONSERVATION,PRINCE EDWARD COUNTY,HALLOWELL,LOT 9,CON 1,INTERFACE,GRAVEL / GREY LIMESTONE,5307114,/5307230,N/A,21.4,15.88,OPEN HOLE: 20.7 - 21.4M,43.97291,-77.185216,96.26,375
286,PRIVATE LAND,W0000377-1,SOUTH NATION CONSERVATION,PRESCOTT AND RUSSELL UNITED COUNTIES,ALFRED,LOT 10,CON 2,OVERBURDEN,GREY GRAVEL,5203864,N/A,N/A,137.2,15.88,OPEN AT END OF CASING: 134 - 137.2M,0,0,50.58,377
287,NOT PRIVATE LAND,W0000378-1,SOUTH NATION CONSERVATION,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",MATILDA,LOT 25,CON 8,BEDROCK,GREY LIMESTONE,1805057,N/A,N/A,24.4,15.88,OPEN HOLE: 13.4 - 24.4M,44.97265,-75.423726,76.39,378
288,PRIVATE LAND,W0000379-1,SOUTH NATION CONSERVATION,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",WILLIAMSBURGH,LOT 9,CON 7,INTERFACE,GRAVEL / GREY LIMESTONE,1805083,N/A,N/A,8.5,5.08,SCREEN 4.6 - 7.6 M AND OPEN HOLE TO END,0,0,89.93,379
289,NOT PRIVATE LAND,W0000380-1,QUINTE CONSERVATION,HASTINGS COUNTY,SIDNEY,LOT 37,CON 8,OVERBURDEN,"GREY CLAY, SAND AND GRAVEL",2920022,/ 2920023,N/A,41.77,7.62,SCREEN: 35.67 - 41.77M,44.29729,-77.468821,183.34,380
290,NOT PRIVATE LAND,W0000381-1,MAITLAND VALLEY C.A.,PERTH COUNTY,ELMA,LOT 15,CON 8,BEDROCK,LIMESTONE,5005534,N/A,N/A,23.16,15.88,OPEN HOLE: 19.8M-23.2M,43.66665,-81.024175,364.93,381
291,NOT PRIVATE LAND,W0000382-1,TORONTO AND REGION C.A.,YORK REGIONAL MUNICIPALITY,MARKHAM,LOT 9,CON 7,OVERBURDEN,"SAND, SILTY SAND, SANDY SILT",N/A,SANDY TILL - 3.8M; SAND - 20.6M; SANDY SILT TILL - 21.3M,N/A,21.3,5.08,SCREEN: 17.4M-20.4M,43.86537,-79.275343,181.32,382
292,NOT PRIVATE LAND,W0000389-2,KAWARTHA REGION C.A.,VICTORIA COUNTY,MANVERS,LOT 11,CON 3,OVERBURDEN,"SAND AND GRAVEL,",1903856,N/A,N/A,52.96,3.18,SCREEN: 48 ~ 52.9 M,44.10879,-78.63711,351.85,389
293,NOT PRIVATE LAND,W0000389-3,KAWARTHA REGION C.A.,VICTORIA COUNTY,MANVERS,LOT 11,CON 3,OVERBURDEN,N/A,N/A,N/A,902240/6411408,82.6,3.18,N/A-  TO BE DETERMINED,44.10879,-78.63711,351.85,389
294,NOT PRIVATE LAND,W0000412-1,LOWER TRENT REGION C.A.,NORTHUMBERLAND COUNTY,HALDIMAND,LOT 19,CON 7,OVERBURDEN,SANDY SILT TO SILT,4514022,N/A,N/A,16.98,5.08,SCREEN: 13 - 16.9M,44.10132,-78.05154,299.36,412
295,NOT PRIVATE LAND,W0000415-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,AWENGE,SEC 6,N/A,OVERBURDEN,SILTY SAND,N/A,"FILL WITH WOOD AND SAND 6.7M , SILTY SAND 8.5M , GREY CLAY 11.58M",N/A,11.6,15,SCREEN : 6.7 - 7.92 M,46.50609,-84.45004,184.54,415
296,NOT PRIVATE LAND,W0000390-1,NORTH BAY-MATTAWA C.A.,NIPISSING DISTRICT,CHISHOLM,LOT 16,CON 13,BEDROCK,RED AND GREY GRANITE,4307351,N/A,N/A,140.82,15.88,OPEN HOLE: 13.1  - 140.82M,46.13343,-79.221385,269.84,390
297,NOT PRIVATE LAND,W0000391-1,NORTH BAY-MATTAWA C.A.,NIPISSING DISTRICT,BONFIELD,LOT 31,CON 2,BEDROCK,RED AND GREY GRANITE,4307437,N/A,N/A,73.8,15.88,OPEN HOLE: 22.9 - 73.8M,46.21572,-79.019569,322.29,391
298,NOT PRIVATE LAND,W0000393-1,GANARASKA REGION C.A.,NORTHUMBERLAND COUNTY,HAMILTON,LOT 8,CON 3,OVERBURDEN,GREY SAND WITH GRAVEL,4513604,N/A,N/A,21.52,7.62,SCREEN: 3.05 - 6.1M,44.02851,-78.14699,152.83,393
299,NOT PRIVATE LAND,W0000394-1,MATTAGAMI REGION C.A.,COCHRANE DISTRICT,SHAW,LOT 10,CON 5,INTERFACE,SAND / BLACK BEDROCK,1605589,N/A,N/A,13.7,8.26,SCREEN 10.7 - 13.7M,48.42939,-81.173803,311.37,394
300,NOT PRIVATE LAND,W0000395-1,MATTAGAMI REGION C.A.,SUDBURY DISTRICT,NOBLE,N/A,N/A,OVERBURDEN,BROWN SAND AND GREY SILT,5908301,N/A,N/A,11.4,8.26,SCREEN: 8.42~11.40M,47.68413,-81.715394,355.64,395
301,NOT PRIVATE LAND,W0000396-1,MATTAGAMI REGION C.A.,COCHRANE DISTRICT,TISDALE,LOT 8,CON 5,OVERBURDEN,SAND,1605591,N/A,N/A,23.8,8.26,SCREEN: 20.4 - 23.4M,48.51633,-81.28667,308.83,396
302,NOT PRIVATE LAND,W0000416-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,AWENGE,SEC 6,N/A,OVERBURDEN,SILTY SAND,N/A,"FILL WITH WOOD AND SAND 6.7M , SILTY SAND 8.53M , GREY CLAY 9.45M, SILTY SAND - 11.89M, REDDISH BROWN CLAY - 57.61M, SINE SAND - 59.13M, CLAY AND SAND LAYERS - 65.84M, REDDISH BROWN CLAY - 82.3M, GRAVEL - 84.12M",N/A,84.93,12,SCREEN : 82.9 - 84.12M,46.50609,-84.45004,184.54,416
303,NOT PRIVATE LAND,W0000418-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,KORAH,SEC 30,N/A,OVERBURDEN,"CLAY,  STONES AND SAND",1107213,N/A,N/A,33.63,15.88,SCREEN: 32.6 - 33.9M,46.54478,-84.365229,197.26,418
304,NOT PRIVATE LAND,W0000419-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,KORAH,SEC 30,N/A,BEDROCK,SANDSTONE,1107210,N/A,N/A,43.21,15.88,OPEN HOLE: 34.7 - 42.7M,46.54478,-84.365229,197.26,419
305,NOT PRIVATE LAND,W0000420-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,KORAH,SEC 23,N/A,OVERBURDEN,"SAND, GRAVEL AND STONES",1107206,N/A,N/A,22.9,15.88,SCREEN: 21.6 - 22.9M,46.56441,-84.294064,210.54,420
306,NOT PRIVATE LAND,W0000421-1,GRAND RIVER C.A.,DUFFERIN COUNTY,AMARANTH,LOT 32,CON 10,BEDROCK,DOLOSTONE,N/A,SILT TILL - 4.3M; SILT-CLAY TILL - 5.0M; SILT TILL - 17.1M; DOLOSTONE - 20.1M,N/A,20.12,5.08,SCREEN: 16.5M-19.5M,44.04726,-80.336219,496.03,421
307,NOT PRIVATE LAND,W0000423-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,WOOLWICH,LOT 28,N/A,OVERBURDEN,GRAVEL,6509618,N/A,N/A,49.1,6.05,SCREEN: 44.5M-46.0M,43.57312,-80.525765,344.155,423
308,NOT PRIVATE LAND,W0000426-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,DUMFRIES,LOT 23,CON 10,OVERBURDEN,SILTY SAND,6509535,N/A,N/A,68.58,2.54,SCREEN: 65.5M-68.58M,43.32657,-80.386554,334.792,426
309,PRIVATE LAND,W0000430-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,DUMFRIES,LOT 30,CON 12,OVERBURDEN,"SAND, SILTY SAND",6507681,N/A,N/A,18.29,3.96,SCREEN: 15.24M-18.29M,0,0,302.406,430
310,NOT PRIVATE LAND,W0000431-1,ST. CLAIR REGION C.A.,MIDDLESEX COUNTY,LOBO,LOT 8,CON 9,OVERBURDEN,"SAND, SILT",4107927,N/A,N/A,17.68,15.88,SCREEN: 11.9M-15.5M,43.01969,-81.499703,248.14,431
311,NOT PRIVATE LAND,W0000432-1,KAWARTHA REGION C.A.,VICTORIA COUNTY,LINDSAY,LOT 18,CON 5,BEDROCK,GREY LIMESTONE,6418550,N/A,N/A,11.58,15.88,OPEN HOLE: 9.45 -11.58M,44.34247,-78.73184,255.8,432
312,PRIVATE LAND,W0000160-1,LOWER TRENT REGION C.A.,HASTINGS COUNTY,MURRAY,LOT 14,CON 2,BEDROCK,"LIMESTONE,",N/A,N/A,N/A,8.9,3.81,N/A-  TO BE DETERMINED,0,0,106.3,160
313,NOT PRIVATE LAND,W0000453-1,SEVERN SOUND ENVIRONMENTAL ASSOCIATION,SIMCOE COUNTY,TAY,LOT 6,MILITARY RESERVE,OVERBURDEN,RED SAND AND GRAVEL,5725105,N/A,N/A,64,5.08,SCREEN: 57.9 - 61.5M,44.79679,-79.916927,234.38,453
314,NOT PRIVATE LAND,W0000454-1,NICKEL DISTRICT C.A.,SUDBURY DISTRICT,VALLEY EAST,LOT 2,CON 3,OVERBURDEN,SAND,5908443,N/A,N/A,28.65,10.16,SCREEN: 14.6 - 17.7M,46.65915,-80.961416,298.98,454
315,NOT PRIVATE LAND,W0000455-1,NICKEL DISTRICT C.A.,SUDBURY DISTRICT,SUDBURY,LOT 11,CON 3,BEDROCK,GRANITE,5908444,N/A,N/A,70.1,15.88,OPEN HOLE 11.6-70.1M,46.48844,-80.929992,261.41,455
316,NOT PRIVATE LAND,W0000456-1,NICKEL DISTRICT C.A.,SUDBURY DISTRICT,RAYSIDE-BALFOUR,LOT 7,CON 1,BEDROCK,GRANITE,N/A,N/A,N/A,44.2,15.88,OPEN HOLE: 9.1 - 44.2M,46.5453,-81.134124,269.26,456
317,PRIVATE LAND,W0000111-3,ESSEX REGION C.A.,ESSEX COUNTY,GOSFIELD,LOT 13,CON 2 EASTERN DIVISION,OVERBURDEN,SAND,2105632,N/A,N/A,15.31,5.08,N/A-  TO BE DETERMINED,0,0,213.45,111
318,NOT PRIVATE LAND,W0000461-1,ST. CLAIR REGION C.A.,LAMBTON COUNTY,EUPHEMIA,LOT 19,CON 6,BEDROCK,LIMESTONE,3408710,N/A,N/A,19.81,5.08,SCREEN: 16.76M-19.81M,42.66762,-81.91606,198.31,461
319,NOT PRIVATE LAND,W0000482-1,NICKEL DISTRICT C.A.,SUDBURY DISTRICT,NEELON,LOT 11,CON 2,BEDROCK,GREY BEDROCK (DRILLERS DESCRIPTION),N/A,N/A,N/A,72.9,15.88,OPEN HOLE: 2.5  - 72.9M,46.46962,-80.923373,270.9,482
320,NOT PRIVATE LAND,W0000484-1,KAWARTHA REGION C.A.,DURHAM REGIONAL MUNICIPALITY,CARTWRIGHT,LOT 1,CON 23,N/A,N/A,N/A,N/A,N/A,31.6,10,N/A-  TO BE DETERMINED,44.07906,-78.713526,336.91,484
