PGMN_WELL	SampleDate	SampleNumber	LabName	Ionbalance	Comments
W0000232-2	2008-09-18	C162981-0001	MOE	4.6	
W0000232-2	2009-09-17	C171193-0002	MOE	2.5	
W0000232-2	2010-11-15	C181664-0001	MOE	1.5	
W0000232-2	2011-10-25	C189770-0001	MOE	5.0	
W0000232-2	2012-10-16	C198104-0001	MOE	26.0	Ionic balance > 10%, use with caution;
W0000232-2	2013-10-01	C206562-0001	MOE	0.24	
W0000232-2	2014-09-22	C214759-0001	MOE	1.0	
W0000232-2	2015-09-14	C223198-0001	MOE	7.0	
W0000233-1	2003-09-09	C108980-0001	MOE	9.4 	
W0000233-1	2004-10-13	04-A039033	Maxxam Analytics Inc 	1.67 	 
W0000233-1	2005-11-29	J72369	Maxxam Analytics Inc 	3.62 	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000233-1	2006-10-04	O72568	Maxxam Analytics Inc 	9.97 	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000233-1	2007-10-11	V22597	Maxxam Analytics Inc 	1.66 	Ionic balance > 5%, use with caution;
W0000233-1	2008-09-29	C163279-0002	MOE	24 	Ionic balance > 5%, use with caution; Calcium suspect
W0000233-1	2009-09-28	C171500-0003	MOE	11 RE-calculation=0%(add Sr, Fe)	
W0000233-1	2010-09-22	C180123-0004	MOE	11 RE-calculation=0%(add Sr, Fe)	
W0000233-1	2011-09-19	C188703-0002	MOE		
W0000233-1	2012-09-24	C197525-0005	MOE	11	
W0000233-1	2013-09-10	C205943-0002	MOE	5.2	
W0000233-1	2014-09-23	C214865-0002	MOE	6.5	
W0000233-1	2015-09-08	C223085-0002	MOE	3.4	
W0000234-1	2003-10-22	C110589-0001	MOE	11.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000234-1	2004-10-07	04-A038070	Maxxam Analytics Inc 	4.19	 
W0000234-1	2006-01-17	K37449	Maxxam Analytics Inc 	3.56	 
W0000234-1	2006-11-02	P27373	Maxxam Analytics Inc 	0.596	 
W0000234-1	2007-10-30	V59290	Maxxam Analytics Inc 	2.65	 
W0000234-1	2008-09-16	C162886-0007	MOE	1.7	
W0000234-1	2009-10-06	C171757-0003	MOE	5.7	
W0000234-1	2010-09-29	C180375-0006	MOE	4.0	
W0000234-1	2011-09-28	C188952-0002	MOE		Ionic balance > 5%, use with caution;
W0000234-1	2012-10-01	C197716-0003	MOE	12.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000234-1	2013-09-24	C206399-0004	MOE	0.31	
W0000234-1	2013-11-05	C207728-0004	MOE	16.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000234-1	2014-09-30	C215102-0003	MOE	0.22	
W0000234-1	2015-10-14	C224375-0001	MOE	3.5	
W0000236-1	2003-09-05	C108813-0001	MOE	6.3	
W0000237-1	2003-08-07	C107922-0002	MOE	0.068	
W0000237-1	2008-10-09	C163586-0001	MOE	4.1	
W0000237-1	2009-09-29	C171668-0003	MOE	3.3	
W0000237-1	2010-10-20	C181020-0005	MOE	380.0	Ionic balance > 60%, use with caution; Chloride suspect
W0000237-1	2011-10-25	C189881-0002	MOE	3.8	
W0000237-1	2012-10-23	C198434-0003	MOE	7.0	
W0000237-1	2013-11-13	C207931-0002	MOE	4.1	
W0000237-1	2014-10-14	C215620-0003	MOE	2.3	
W0000237-1	2015-10-26	C224862-0001	MOE	390.0	Ionic balance > 60%, use with caution; Sodium suspect
W0000240-1	2003-08-11	C108004-0001	MOE	2.8	
W0000240-1	2004-11-10	04-A042790	Maxxam Analytics Inc 	6.55	Ionic balance > 5%, use with caution;
W0000242-1	2003-07-14	C107044-0001	MOE	5.6	
W0000242-1	2004-10-15	04-A039095	Maxxam Analytics Inc 	1.01	 
W0000242-1	2005-10-19	C131312-0001	MOE	2.6	Use with caution - Inconsistent with other results
W0000242-1	2006-10-18	242-1-0610	SGS Lakefield Research Limited		 
W0000242-1	2007-09-10	242-1-0709	SGS Lakefield Research Limited		 
W0000242-1	2008-05-08	CA12243-MAY08-7	SGS Lakefield Research Limited		 
W0000242-1	2008-10-22	C163948-0001	MOE	1.7	
W0000242-1	2009-10-01	C171588-0001	MOE	7.8	
W0000242-1	2010-10-12	C180655-0001	MOE	4.7	
W0000242-1	2011-09-28	C188912-0002	MOE		
W0000242-1	2012-09-17	C197286-0001	MOE	7.8	
W0000242-1	2013-09-18	C206174-0001	MOE	6.4	
W0000242-1	2014-10-06	C215288-0001	MOE	0.48	
W0000242-1	2015-10-20	C224629-0001	MOE	3.1	
W0000243-1	2003-05-27	C105341-0002	MOE	7.2	
W0000243-1	2009-04-28	C167595-0001	MOE	0.55	
W0000243-1	2010-09-21	C180138-0001	MOE	3.6	
W0000243-1	2011-12-07	C190987-0001	MOE		
W0000243-1	2012-10-10	C197863-0001	MOE	9.7	
W0000243-1	2013-11-25	C208269-0001	MOE	3.2	
W0000243-1	2014-09-23	C214866-0002	MOE	5.0	
W0000243-1	2015-10-14	C224380-0002	MOE	5.3	
W0000244-2	2003-12-15	C111946-0001	MOE	2.1	
W0000244-2	2006-11-06	C147718-0001	MOE	3.8	
W0000244-2	2008-09-18	C162982-0001	MOE	1.3	
W0000244-2	2009-10-14	C171996-0001	MOE	0.92	
W0000244-2	2010-11-01	C181342-0001	MOE	1.8	
W0000244-2	2011-10-17	C189446-0001	MOE	3.8	
W0000244-2	2012-10-17	C198165-0001	MOE	11.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000244-2	2013-10-10	C206932-0001	MOE	1.2	
W0000244-2	2014-10-06	C215223-0001	MOE	2.9	
W0000244-2	2015-09-14	C223195-0001	MOE	1.2	
W0000245-2	2003-12-15	C111946-0002	MOE	0.67	
W0000245-2	2006-11-06	C147718-0002	MOE	16.0	Ionic balance > 5%, use with caution;
W0000245-2	2008-09-22	C163030-0001	MOE	0.25	
W0000245-2	2009-10-13	C171934-0002	MOE	2.9	
W0000245-2	2009-10-13	C171934-0001	MOE	3.8	
W0000245-2	2010-11-01	C181343-0001	MOE	0.48	
W0000245-2	2011-10-17	C189447-0001	MOE	4.6	
W0000245-2	2012-10-16	C198102-0001	MOE	6.7	
W0000245-2	2013-10-10	C206931-0001	MOE	1.0	
W0000245-2	2014-10-06	C215222-0001	MOE	0.68	
W0000245-2	2015-09-14	C223196-0001	MOE	6.7	
W0000246-1	2003-07-21	C107335-0004	MOE	15.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000246-1	2004-10-21	04-A039908	Maxxam Analytics Inc 	1.48	Iron, Zinc suspect
W0000246-1	2006-10-23	246-1-0610	SGS Lakefield Research Limited		 
W0000246-1	2007-09-12	246-1-0709	SGS Lakefield Research Limited		 
W0000246-1	2008-04-30	CA10168-MAY08-1	SGS Lakefield Research Limited		 
W0000246-1	2008-10-29	C164128-0001	MOE	9.7	
W0000246-1	2008-10-29	C164130-0001	MOE	8.2	
W0000246-1	2009-10-15	C172020-0004	MOE	3.8	
W0000246-1	2010-10-07	C180583-0003	MOE	5.8	
W0000246-1	2011-10-05	C189095-0004	MOE		
W0000246-1	2012-09-11	C197153-0001	MOE	3.1	
W0000246-1	2013-10-07	C206766-0001	MOE	2.4	
W0000246-1	2014-09-29	C214986-0001	MOE	16.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000246-1	2015-10-01	C223895-0001	MOE	1.5	
W0000247-1	2003-08-06	C107922-0001	MOE	37.0	Ionic balance > 15%, use with caution; Alkalinity missing; Anions inconsistent with other results
W0000247-1	2006-11-06	B06-35087-1	Caduceon Environmental Laboratories	2.0	
W0000247-1	2007-10-17	B07-32143-1	Caduceon Environmental Laboratories	4.29	 
W0000248-1	2003-08-26	C108412-0003	MOE	1.0	
W0000248-1	2008-10-14	C163705-0001	MOE	0.57	
W0000248-1	2009-09-30	C171668-0005	MOE	72.0	Ionic balance > 20%, use with caution; Calcium, Magnesium suspect
W0000248-1	2010-10-19	C181020-0004	MOE	1.3	
W0000248-1	2011-11-07	C190272-0002	MOE	2.4	
W0000248-1	2012-11-13	C198995-0002	MOE	6.9	
W0000248-1	2013-11-13	C207931-0003	MOE	0.92	
W0000248-1	2014-09-29	C215048-0001	MOE	1.1	
W0000248-1	2015-10-27	C224862-0002	MOE	12.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000249-1	2003-08-28	C108500-0002	MOE	3.1	
W0000249-1	2006-11-06	B06-35087-2	Caduceon Environmental Laboratories	8.63	Ionic balance > 5%, use with caution; Calcium, Magnesium suspect; Barium, Manganese suspect
W0000249-1	2007-10-17	B07-32143-2	Caduceon Environmental Laboratories	1.48	Iron, Zinc suspect
W0000249-1	2008-10-15	C163704-0001	MOE	2.2	
W0000249-1	2009-10-19	C172255-0001	MOE	15.0	Ionic balance > 5%, use with caution; Calcium, Magnesium, Sodium suspect
W0000249-1	2010-10-20	C181020-0006	MOE	0.81	
W0000249-1	2011-11-08	C190272-0004	MOE	1.3	
W0000249-1	2012-10-22	C198434-0004	MOE	0.2	
W0000249-1	2012-10-23	C198434-0001	MOE	4.2	CasingID (it is W181)
W0000249-1	2013-10-30	C207592-0001	MOE	3.8	
W0000249-1	2014-09-22	C214823-0001	MOE	0.14	
W0000249-1	2015-09-30	C223852-0001	MOE	1.5	
W0000250-1	2003-08-26	C108412-0002	MOE	0.042	
W0000250-1	2008-10-15	C163706-0001	MOE	3.4	
W0000250-1	2009-09-30	C171668-0004	MOE	1.0	
W0000250-1	2010-10-18	C181020-0002	MOE	150.0	Ionic balance > 40%, use with caution; Chloride suspect
W0000250-1	2011-11-07	C190272-0001	MOE	8.1	
W0000250-1	2012-10-29	C198579-0001	MOE	14.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000250-1	2013-11-04	C207760-0001	MOE	11.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000250-1	2014-10-27	C215941-0002	MOE		Ionic balance > 5%, use with caution;
W0000250-1	2015-10-06	C224071-0001	MOE	3.9	
W0000251-1	2003-07-18	C107205-0001	MOE	1.1	
W0000251-1	2007-05-18	NP433	City of Ottawa Laboratory Services		Barium, Selenium, Uranium suspect
W0000251-1	2007-12-19	NT764	City of Ottawa Laboratory Services		Selenium, Uranium suspect
W0000251-1	2009-11-24	C173174-0001	MOE	4.0	Error with Well ID (the analytical results belong to W0000252-1).
W0000251-1	2009-11-30	C173258-0002	MOE	3.3	
W0000251-1	2010-10-20	C181019-0004	MOE	1.0	
W0000251-1	2011-10-03	C189012-0002	MOE		Ionic balance > 5%, use with caution; Calcium suspect
W0000252-1	2003-07-29	C107648-0001	MOE	1.7	
W0000252-1	2007-05-08	NP427	City of Ottawa Laboratory Services		Ionic balance > 5%, use with caution; METALS suspect
W0000252-1	2007-12-19	NT754	City of Ottawa Laboratory Services		METALS suspect;
W0000252-1	2008-11-26	C164912-0001	MOE	2.5	
W0000252-1	2011-09-28	C188956-0002	MOE		Ionic balance > 5%, use with caution;
W0000252-1	2012-10-29	C198581-0002	MOE	6.8	
W0000252-1	2013-10-09	C206948-0002	MOE	6.4	
W0000252-1	2015-10-06	C224127-0002	MOE	2.4	
W0000253-1	2003-10-15	C110308-0001	MOE	24	Ionic balance > 10%, use with caution;
W0000254-1	2003-04-30	C104295-0001	MOE	3.5	
W0000255-2	2003-08-18	C108363-0001	MOE	4.6	
W0000255-2	2007-10-11	CA10422-OCT07-1	SGS Lakefield Research Limited		Ionic balance > 10%, use with caution; Chloride, Sodium suspect; error with CasingID (the analytical results belong to w225-1)
W0000255-2	2010-10-15	C180788-0001	MOE	5.1	Error with Well ID (the analytical results belong to W0000255-3)
W0000255-3	2003-10-07	C110077-0001	MOE	1.3	
W0000255-3	2006-10-11	CA11485-OCT06-11	SGS Lakefield Research Limited		Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect; METALS suspect;
W0000255-3	2008-09-12	C162793-0001	MOE	1.6	
W0000255-3	2009-10-15	C172106-0001	MOE	1.3	
W0000255-3	2011-10-18	C189586-0001	MOE	3.8	
W0000255-3	2012-10-17	C198169-0005	MOE	20.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000255-3	2013-10-23	C207359-0005	MOE	8.8	
W0000255-3	2014-10-29	C216046-0005	MOE	5.1	
W0000255-3	2015-10-26	C224916-0001	MOE	1.6	
W0000258-1	2003-05-13	C104800-0001	MOE	7.9	
W0000259-2	2006-12-13	259-2-0612	SGS Lakefield Research Limited	-15.260000229 	Ionic balance > 15%, use with caution; Alkalinity suspect
W0000259-2	2007-11-01	CA10062-NOV07-01	SGS Lakefield Research Limited	-5.7800002098 	Ionic balance > 5%, use with caution;
W0000259-2	2008-10-31	C164215-0001	MOE	1.3 	Use with caution - Inconsistent with other results
W0000259-2	2008-11-05	C164304-0001	MOE	3.2 	Use with caution - Inconsistent with other results
W0000259-2	2009-11-30	C173257-0001	MOE	35 	Ionic balance > 15%, use with caution; Calcium, Magnesium suspect
W0000259-2	2010-11-01	C181339-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing
W0000259-2	2011-11-07	C190163-0001	MOE	5.2	Use with caution - Inconsistent with other results
W0000259-3	2003-07-08	C106782-0001	MOE	1.3 	Use with caution - Inconsistent with other results; Aluminum suspect;
W0000259-3	2006-11-09	259-3-0611	SGS Lakefield Research Limited	-4.5199999809 	Use with caution - Inconsistent with other results
W0000259-3	2007-11-01	CA10062-NOV07-02	SGS Lakefield Research Limited	-0.66000002623 	Use with caution - Inconsistent with other results
W0000259-3	2008-10-31	C164215-0002	MOE	5 	
W0000259-3	2009-11-24	C173131-0003	MOE	7.6 	Use with caution - Calcium suspect
W0000259-3	2010-11-01	C181339-0002	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing
W0000259-3	2011-11-07	C190163-0002	MOE	5	
W0000259-3	2012-10-10	C197896-0001	MOE	5.5	
W0000259-3	2013-10-09	C206892-0001	MOE	2	
W0000259-3	2014-11-04	C216230-0001	MOE	0.2	
W0000259-3	2015-10-14	C224587-0001	MOE	5.1	
W0000260-1	2003-11-17	C111348-0001	MOE	6.1	
W0000260-1	2015-10-19	C224583-0001	MOE	1.3	
W0000261-1	2003-07-31	C107686-0001	MOE	 [ NDID  ] 	
W0000261-1	2004-06-15	171398	York-Durham_Lab	0.87 [ 0.01  ] 	 
W0000261-1	2004-09-07	182691	York-Durham_Lab	0.42 [ 0.01  ] 	 
W0000261-1	2005-06-28	223313	York-Durham_Lab	0.34 [ 0.01  ] 	 
W0000261-1	2005-11-08	244200	York-Durham_Lab	1.82 [ 0.01  ] 	 
W0000261-1	2006-06-14	274801	York-Durham_Lab	0.5 [ 0.01  ] 	Error with Well ID (the analytical results belong to W0000262-1)
W0000261-1	2006-10-23	296533	York-Durham_Lab	0.3 [ 0.01  ] 	 
W0000261-1	2007-05-28	328683	York-Durham_Lab	0.99 [ 0.01  ] 	 
W0000261-1	2007-11-08	358156	York-Durham_Lab	0.11 [ 0.01  ] 	 
W0000261-1	2008-09-15	C162814-0002	MOE	1.3 	
W0000261-1	2009-10-21	C172256-0001	MOE	0.63 	
W0000261-1	2010-10-27	C181247-0001	MOE	2 	
W0000261-1	2011-11-02	C190101-0001	MOE	12	Ionic balance > 5%, use with caution; Calcium suspect
W0000261-1	2012-10-01	C197709-0001	MOE	18	Ionic balance > 5%, use with caution; Calcium suspect
W0000261-1	2013-10-24	C207408-0001	MOE	27	Ionic balance > 10%, use with caution; Calcium suspect
W0000261-1	2014-10-02	C215133-0001	MOE	0.56	
W0000261-1	2015-10-22	C224698-0001	MOE		
W0000262-1	2003-07-29	C107595-0001	MOE	3.6 	
W0000262-1	2004-06-29	173147	York-Durham_Lab	0.99 [ 0.01  ] 	 
W0000262-1	2004-09-14	184129	York-Durham_Lab	0.64 [ 0.01  ] 	 
W0000262-1	2005-06-27	222882	York-Durham_Lab	0.79 [ 0.01  ] 	 
W0000262-1	2005-10-18	240688	York-Durham_Lab	1 [ 0.01  ] 	 
W0000262-1	2006-06-14	274800	York-Durham_Lab	0.01 [ 0.01  ] 	Error with Well ID (the analytical results belong to W0000261-1)
W0000262-1	2006-10-23	296532	York-Durham_Lab	0.2 [ 0.01  ] 	 
W0000262-1	2007-05-28	328682	York-Durham_Lab	1.36 [ 0.01  ] 	Use with caution - Calcium, Alkalinity Inconsistent with other results
W0000262-1	2007-11-08	358155	York-Durham_Lab	0.27 [ 0.01  ] 	 
W0000262-1	2008-09-15	C162814-0003	MOE	7.2 	
W0000262-1	2009-10-22	C172307-0002	MOE	2.6 	
W0000262-1	2010-10-27	C181247-0002	MOE	4.5 	
W0000262-1	2011-11-02	C190101-0002	MOE	12	Ionic balance > 5%, use with caution;
W0000262-1	2012-10-01	C197709-0002	MOE	9.5	
W0000262-1	2013-10-10	C206929-0002	MOE	0.87	
W0000262-1	2014-10-01	C215093-0002	MOE	2.2	
W0000263-1	2003-07-31	C107685-0001	MOE	 [ NDID  ] 	Aluminum suspect;
W0000263-1	2004-06-15	171397	York-Durham_Lab	1.63 [ 0.01  ] 	 
W0000263-1	2004-09-07	182692	York-Durham_Lab	0.94 [ 0.01  ] 	 
W0000263-1	2005-06-27	222883	York-Durham_Lab	0.59 [ 0.01  ] 	 
W0000263-1	2005-10-18	240687	York-Durham_Lab	0.54 [ 0.01  ] 	 
W0000263-1	2006-06-15	275010	York-Durham_Lab	1.01 [ 0.01  ] 	 
W0000263-1	2006-10-30	297728	York-Durham_Lab	1.81 [ 0.01  ] 	 
W0000263-1	2007-05-29	328971	York-Durham_Lab	2.79 [ 0.01  ] 	 
W0000263-1	2007-11-05	357029	York-Durham_Lab	2.07 [ 0.01  ] 	 
W0000263-1	2008-10-06	C163423-0002	MOE	5.8 	
W0000263-1	2009-10-21	C172256-0002	MOE	2.4 	
W0000263-1	2010-10-26	C181248-0001	MOE	1.5 	
W0000263-1	2011-11-09	C190226-0001	MOE	3.8	
W0000263-1	2012-10-09	C197897-0001	MOE	13	Ionic balance > 5%, use with caution; Calcium suspect
W0000263-1	2013-10-24	C207408-0002	MOE	10	
W0000263-1	2014-10-02	C215133-0002	MOE	0.81	
W0000263-1	2015-10-22	C224698-0002	MOE		Ionic balance > 5%, use with caution;
W0000264-2	2003-08-12	C108041-0001	MOE	110 	Ionic balance > 20%, use with caution; Inconsistent with other results;
W0000264-2	2004-06-16	171798	York-Durham_Lab	0.99 [ 0.01  ] 	Aluminum suspect;
W0000264-2	2004-07-20	176197	York-Durham_Lab	0.77 [ 0.01  ] 	Aluminum suspect;
W0000264-2	2004-10-05	187299	York-Durham_Lab	0.88 [ 0.01  ] 	 
W0000264-2	2005-06-15	221355	York-Durham_Lab	0.93 [ 0.01  ] 	 
W0000264-2	2005-10-24	241859	York-Durham_Lab	0.18 [ 0.01  ] 	 
W0000264-2	2006-06-07	273711	York-Durham_Lab	1.38 [ 0.01  ] 	Aluminum suspect;
W0000264-2	2006-10-18	296069	York-Durham_Lab	0.8 [ 0.01  ] 	Aluminum suspect;
W0000264-2	2007-05-30	329501	York-Durham_Lab	6.29 [ 0.01  ] 	Ionic balance > 5%, use with caution; Calcium suspect
W0000264-2	2007-11-13	358595	York-Durham_Lab	0.12 [ 0.01  ] 	Aluminum suspect;
W0000264-2	2008-09-16	C162878-0001	MOE	0.67 	Aluminum suspect;
W0000264-2	2009-10-15	C172034-0002	MOE	3.4 	
W0000264-2	2010-11-01	C181424-0002	MOE	1.3 	
W0000264-2	2011-11-01	C190100-0002	MOE	10	
W0000264-2	2012-10-02	C197755-0001	MOE	2.8	
W0000264-2	2013-10-09	C206928-0001	MOE	0.56	
W0000264-2	2014-10-09	C215394-0001	MOE	0.72	
W0000264-2	2015-10-26	C224863-0001	MOE	12	Ionic balance > 5%, use with caution;
W0000264-3	2003-08-12	C108038-0001	MOE	4.3 	
W0000264-3	2004-06-16	171799	York-Durham_Lab	0.5 [ 0.01  ] 	 
W0000264-3	2004-10-05	187300	York-Durham_Lab	1.32 [ 0.01  ] 	 
W0000264-3	2005-06-15	221356	York-Durham_Lab	0.48 [ 0.01  ] 	 
W0000264-3	2005-10-24	241860	York-Durham_Lab	0.59 [ 0.01  ] 	 
W0000264-3	2006-06-07	273712	York-Durham_Lab	0.85 [ 0.01  ] 	 
W0000264-3	2006-10-18	296070	York-Durham_Lab	0.8 [ 0.01  ] 	 
W0000264-3	2007-05-30	329502	York-Durham_Lab	5.5 [ 0.01  ] 	Ionic balance > 5%, use with caution; Calcium, Magnesium suspect
W0000264-3	2007-11-13	358596	York-Durham_Lab	1.13 [ 0.01  ] 	 
W0000264-3	2008-09-16	C162878-0002	MOE	2.9 	
W0000264-3	2009-10-15	C172034-0003	MOE	2.8 	
W0000264-3	2010-11-01	C181424-0001	MOE	 [ NDID  ] 	
W0000264-3	2011-11-01	C190100-0001	MOE	8.4	
W0000264-3	2012-10-02	C197755-0002	MOE	10	
W0000264-3	2013-10-09	C206928-0002	MOE	3.3	
W0000264-3	2014-10-09	C215394-0002	MOE	1.8	
W0000264-3	2015-10-26	C224863-0002	MOE	7.2	
W0000265-2	2003-08-12	C108042-0001	MOE	4.6 	
W0000265-2	2004-06-16	171800	York-Durham_Lab	0.95 [ 0.01  ] 	 
W0000265-2	2004-07-19	175739	York-Durham_Lab	0.71 [ 0.01  ] 	 
W0000265-2	2004-10-05	187301	York-Durham_Lab	2.42 [ 0.01  ] 	 
W0000265-2	2005-06-15	221357	York-Durham_Lab	1.33 [ 0.01  ] 	 
W0000265-2	2005-10-24	241861	York-Durham_Lab	0.92 [ 0.01  ] 	 
W0000265-2	2006-06-07	273713	York-Durham_Lab	0.59 [ 0.01  ] 	 
W0000265-2	2006-10-18	296071	York-Durham_Lab	1 [ 0.01  ] 	 
W0000265-2	2007-05-30	329503	York-Durham_Lab	1.28 [ 0.01  ] 	 
W0000265-2	2007-11-13	358597	York-Durham_Lab	2.04 [ 0.01  ] 	 
W0000265-2	2008-09-16	C162878-0003	MOE	4.6 	
W0000265-2	2009-10-15	C172034-0001	MOE	1.9 	
W0000265-2	2010-11-01	C181424-0003	MOE	1.9 	
W0000265-2	2011-11-01	C190100-0003	MOE	4.6	
W0000265-2	2012-10-02	C197755-0003	MOE	1.6	
W0000265-2	2013-10-09	C206928-0003	MOE	0.35	
W0000265-2	2014-10-09	C215394-0003	MOE	2.9	
W0000265-2	2015-10-26	C224863-0003	MOE	17	Ionic balance > 5%, use with caution; Alkalinity suspect; No Metals
W0000265-2	2015-11-10	C225394-0001	MOE	18	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000266-1	2003-09-04	C108745-0002	MOE	1.9	
W0000266-1	2006-10-05	B06-30647-1	Caduceon Environmental Laboratories	2.02	Aluminum suspect;
W0000266-1	2007-09-25	B07-29661-2	Caduceon Environmental Laboratories	0.185	 
W0000266-1	2008-12-03	C165030-0003	MOE	2.1	
W0000266-1	2009-11-23	C173176-0001	MOE	1.7	
W0000266-1	2010-12-03	C182137-0003	MOE	3.5	
W0000266-1	2011-11-28	C190778-0001	MOE		
W0000266-1	2012-11-20	C199194-0001	MOE	13.0	Nutrients suspect
W0000266-1	2013-11-26	C208313-0001	MOE	20.0	Ionic balance > 5%, use with caution;
W0000266-1	2014-09-30	C215094-0001	MOE	0.13	
W0000266-1	2015-10-27	C224911-0001	MOE	15.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000267-1	2003-12-09	C111902-0001	MOE	2.5	
W0000267-1	2006-06-23	B06-18995-2	Caduceon Environmental Laboratories	3.93	Iron, Lead, Manganese suspect;
W0000267-1	2008-09-29	C163319-0001	MOE	7.4	
W0000267-1	2009-10-01	C171587-0002	MOE	1.4	
W0000267-1	2010-12-15	C182364-0001	MOE	4.1	
W0000267-1	2011-10-04	C189096-0001	MOE		
W0000267-1	2012-10-02	C197711-0002	MOE	15.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000267-1	2013-10-29	C207590-0001	MOE	5.5	
W0000267-1	2014-11-11	C216351-0001	MOE	11.0	
W0000267-1	2015-10-22	C224701-0002	MOE		
W0000268-1	2003-05-14	C104864-0001	MOE	5.0	
W0000268-1	2007-09-19	B07-29104-1	Caduceon Environmental Laboratories	4.49	 
W0000268-1	2008-10-29	C164172-0020	MOE	1.5	
W0000268-1	2009-10-19	C172418-0001	MOE	3.7	
W0000268-1	2010-12-06	C182219-0004	MOE	1.2	
W0000268-1	2011-11-08	C190271-0001	MOE	6.9	
W0000268-1	2012-10-24	C198481-0001	MOE	0.67	
W0000268-1	2013-10-22	C207381-0009	MOE	5.0	
W0000268-1	2014-10-04	C216231-0002	MOE	2.1	
W0000268-1	2015-11-23	C225694-0005	MOE	13.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000269-1	2003-05-15	C104904-0001	MOE	4.0	
W0000269-1	2007-09-19	B07-29104-7	Caduceon Environmental Laboratories	5.96	Ionic balance > 5%, use with caution;
W0000269-1	2008-10-31	C164254-0001	MOE	0.36	Use with caution - Inconsistent with other results
W0000269-1	2009-10-19	C172418-0002	MOE	4.6	
W0000269-1	2010-12-06	C182219-0005	MOE	2.1	
W0000269-1	2011-11-09	C190271-0005	MOE	5.1	
W0000269-1	2012-10-24	C198481-0002	MOE	3.7	
W0000269-1	2013-10-22	C207381-0004	MOE	0.38	
W0000269-1	2014-11-11	C216348-0003	MOE	2.7	
W0000269-1	2015-11-26	C225838-0001	MOE	11.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000270-1	2003-09-24	C109591-0001	MOE	18.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000270-1	2004-10-21	04-A040012	Maxxam Analytics Inc 	0.16	 
W0000270-1	2005-12-21	K10498	Maxxam Analytics Inc 	3.62	 
W0000270-1	2006-10-23	P08455	Maxxam Analytics Inc 	3.17	 
W0000270-1	2008-09-15	C162886-0001	MOE	0.25	
W0000270-1	2009-10-08	C171757-0006	MOE	7.9	
W0000270-1	2010-09-27	C180375-0001	MOE	2.7	
W0000270-1	2011-10-25	C189834-0005	MOE	10.0	Ionic balance > 5%, use with caution;
W0000270-1	2012-11-05	C198702-0001	MOE	2.2	
W0000270-1	2013-09-25	C206399-0009	MOE	1.6	
W0000270-1	2014-09-30	C215102-0005	MOE	0.28	
W0000270-1	2015-09-22	C223570-0004	MOE		
W0000271-1	2003-12-02	C111697-0001	MOE	2.8	
W0000271-1	2005-10-17	C131208-0001	MOE	4.1	Use with caution - Inconsistent with other results; Calcium, Alkalinity suspect
W0000271-1	2006-02-16	C134381-0001	MOE	28.0	Ionic balance > 10%, use with caution; Sulphate inconsistent with other results
W0000271-1	2009-10-27	C172487-0005	MOE	8.8	Ionic balance > 5%, use with caution;
W0000271-1	2015-06-28	C220920-0001	MOE		Ionic balance > 5%, use with caution; Aluminum suspect
W0000272-1	2003-11-26	C111541-0002	MOE	1.5	
W0000274-1	2003-06-24	C106444-0001	MOE	0.94	
W0000274-1	2007-01-16	07A0726	Near North Laboratories Inc		
W0000274-1	2007-10-30	07J1793	Near North Laboratories Inc		Ionic balance > 10%, use with caution; Alkalinity suspect
W0000274-1	2008-10-01	C163366-0001	MOE	0.55	
W0000274-1	2009-11-10	C172833-0001	MOE	1.1	
W0000274-1	2010-10-21	C181014-0001	MOE	1.3	
W0000274-1	2011-10-11	C189276-0002	MOE	4.1	
W0000274-1	2012-11-26	C199359-0001	MOE	2.4	
W0000274-1	2013-10-02	C206613-0001	MOE	1.2	
W0000274-1	2015-04-21	C219166-0003	MOE		
W0000275-1	2003-09-23	C109501-0001	MOE	2.2	
W0000275-1	2008-10-16	C163769-0003	MOE	6.5	
W0000275-1	2009-10-15	C172047-0001	MOE	1.4	Aluminum suspect;
W0000275-1	2010-12-02	C182136-0002	MOE	2.4	
W0000275-1	2011-09-20	C188702-0001	MOE		
W0000275-1	2012-10-25	C198476-0001	MOE	4.5	
